Block,Total,White,Black,Asian,Hispanic
"Block 3025, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3026, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3027, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3028, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3029, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3030, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3031, Block Group 3, Census Tract 9536, Gallia County, Ohio",5,5,0,0,0
"Block 3032, Block Group 3, Census Tract 9536, Gallia County, Ohio",5,5,0,0,0
"Block 3033, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3034, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3035, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3036, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3037, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3038, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3039, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3040, Block Group 3, Census Tract 9536, Gallia County, Ohio",2,0,1,0,0
"Block 3041, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3042, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3043, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3044, Block Group 3, Census Tract 9536, Gallia County, Ohio",15,15,0,0,0
"Block 3045, Block Group 3, Census Tract 9536, Gallia County, Ohio",19,10,0,9,0
"Block 3046, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3047, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3048, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3049, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3050, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3051, Block Group 3, Census Tract 9536, Gallia County, Ohio",3,3,0,0,0
"Block 3052, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3053, Block Group 3, Census Tract 9536, Gallia County, Ohio",18,18,0,0,0
"Block 3054, Block Group 3, Census Tract 9536, Gallia County, Ohio",91,80,9,0,2
"Block 3055, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3056, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3057, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3058, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3059, Block Group 3, Census Tract 9536, Gallia County, Ohio",2,2,0,0,0
"Block 3060, Block Group 3, Census Tract 9536, Gallia County, Ohio",2,0,0,0,0
"Block 3061, Block Group 3, Census Tract 9536, Gallia County, Ohio",60,58,0,0,0
"Block 3062, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3063, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3064, Block Group 3, Census Tract 9536, Gallia County, Ohio",18,18,0,0,0
"Block 3065, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3066, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3067, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3068, Block Group 3, Census Tract 9536, Gallia County, Ohio",3,3,0,0,0
"Block 3069, Block Group 3, Census Tract 9536, Gallia County, Ohio",17,16,0,0,0
"Block 3070, Block Group 3, Census Tract 9536, Gallia County, Ohio",31,26,3,0,0
"Block 3071, Block Group 3, Census Tract 9536, Gallia County, Ohio",11,8,0,0,0
"Block 3072, Block Group 3, Census Tract 9536, Gallia County, Ohio",11,10,0,0,0
"Block 3073, Block Group 3, Census Tract 9536, Gallia County, Ohio",1,1,0,0,0
"Block 3074, Block Group 3, Census Tract 9536, Gallia County, Ohio",80,60,15,0,0
"Block 3075, Block Group 3, Census Tract 9536, Gallia County, Ohio",31,26,5,0,0
"Block 3076, Block Group 3, Census Tract 9536, Gallia County, Ohio",10,10,0,0,0
"Block 3077, Block Group 3, Census Tract 9536, Gallia County, Ohio",3,3,0,0,0
"Block 3078, Block Group 3, Census Tract 9536, Gallia County, Ohio",9,9,0,0,0
"Block 3079, Block Group 3, Census Tract 9536, Gallia County, Ohio",6,6,0,0,0
"Block 3080, Block Group 3, Census Tract 9536, Gallia County, Ohio",24,19,5,0,0
"Block 3081, Block Group 3, Census Tract 9536, Gallia County, Ohio",46,46,0,0,0
"Block 3082, Block Group 3, Census Tract 9536, Gallia County, Ohio",16,12,0,0,0
"Block 3083, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3084, Block Group 3, Census Tract 9536, Gallia County, Ohio",4,4,0,0,0
"Block 3085, Block Group 3, Census Tract 9536, Gallia County, Ohio",19,19,0,0,0
"Block 3086, Block Group 3, Census Tract 9536, Gallia County, Ohio",19,17,0,0,0
"Block 3087, Block Group 3, Census Tract 9536, Gallia County, Ohio",53,52,0,0,0
"Block 3088, Block Group 3, Census Tract 9536, Gallia County, Ohio",54,51,0,0,0
"Block 3089, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3090, Block Group 3, Census Tract 9536, Gallia County, Ohio",7,7,0,0,0
"Block 3091, Block Group 3, Census Tract 9536, Gallia County, Ohio",20,20,0,0,0
"Block 3092, Block Group 3, Census Tract 9536, Gallia County, Ohio",4,4,0,0,0
"Block 3093, Block Group 3, Census Tract 9536, Gallia County, Ohio",14,14,0,0,0
"Block 3094, Block Group 3, Census Tract 9536, Gallia County, Ohio",4,4,0,0,0
"Block 3095, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3096, Block Group 3, Census Tract 9536, Gallia County, Ohio",4,4,0,0,0
"Block 3097, Block Group 3, Census Tract 9536, Gallia County, Ohio",3,3,0,0,0
"Block 3098, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3099, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3100, Block Group 3, Census Tract 9536, Gallia County, Ohio",37,37,0,0,0
"Block 3101, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3102, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3103, Block Group 3, Census Tract 9536, Gallia County, Ohio",3,3,0,0,0
"Block 3104, Block Group 3, Census Tract 9536, Gallia County, Ohio",9,9,0,0,0
"Block 3105, Block Group 3, Census Tract 9536, Gallia County, Ohio",82,72,7,0,0
"Block 3106, Block Group 3, Census Tract 9536, Gallia County, Ohio",49,41,7,0,0
"Block 3107, Block Group 3, Census Tract 9536, Gallia County, Ohio",14,14,0,0,0
"Block 3108, Block Group 3, Census Tract 9536, Gallia County, Ohio",12,12,0,0,0
"Block 3109, Block Group 3, Census Tract 9536, Gallia County, Ohio",8,8,0,0,0
"Block 3110, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3111, Block Group 3, Census Tract 9536, Gallia County, Ohio",10,10,0,0,0
"Block 3112, Block Group 3, Census Tract 9536, Gallia County, Ohio",4,4,0,0,0
"Block 3113, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3114, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3115, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3116, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3117, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3118, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3119, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3120, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3121, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3122, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3123, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3124, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3125, Block Group 3, Census Tract 9536, Gallia County, Ohio",18,15,0,0,0
"Block 3126, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3127, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 3128, Block Group 3, Census Tract 9536, Gallia County, Ohio",10,10,0,0,0
"Block 3129, Block Group 3, Census Tract 9536, Gallia County, Ohio",0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 9537, Gallia County, Ohio",5,5,0,0,0
"Block 1001, Block Group 1, Census Tract 9537, Gallia County, Ohio",19,19,0,0,0
"Block 1002, Block Group 1, Census Tract 9537, Gallia County, Ohio",7,7,0,0,0
"Block 1003, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1004, Block Group 1, Census Tract 9537, Gallia County, Ohio",7,7,0,0,0
"Block 1005, Block Group 1, Census Tract 9537, Gallia County, Ohio",4,4,0,0,0
"Block 1006, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1007, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1008, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1009, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1010, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1011, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1012, Block Group 1, Census Tract 9537, Gallia County, Ohio",23,23,0,0,0
"Block 1013, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1014, Block Group 1, Census Tract 9537, Gallia County, Ohio",2,2,0,0,0
"Block 1015, Block Group 1, Census Tract 9537, Gallia County, Ohio",18,18,0,0,0
"Block 1016, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1017, Block Group 1, Census Tract 9537, Gallia County, Ohio",37,36,0,1,0
"Block 1018, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1019, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1020, Block Group 1, Census Tract 9537, Gallia County, Ohio",10,9,0,1,0
"Block 1021, Block Group 1, Census Tract 9537, Gallia County, Ohio",16,16,0,0,0
"Block 1022, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1023, Block Group 1, Census Tract 9537, Gallia County, Ohio",4,4,0,0,0
"Block 1024, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1025, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1026, Block Group 1, Census Tract 9537, Gallia County, Ohio",7,7,0,0,0
"Block 1027, Block Group 1, Census Tract 9537, Gallia County, Ohio",12,12,0,0,0
"Block 1028, Block Group 1, Census Tract 9537, Gallia County, Ohio",6,6,0,0,0
"Block 1029, Block Group 1, Census Tract 9537, Gallia County, Ohio",19,19,0,0,0
"Block 1030, Block Group 1, Census Tract 9537, Gallia County, Ohio",21,21,0,0,0
"Block 1031, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1032, Block Group 1, Census Tract 9537, Gallia County, Ohio",3,3,0,0,0
"Block 1033, Block Group 1, Census Tract 9537, Gallia County, Ohio",6,6,0,0,0
"Block 1034, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1035, Block Group 1, Census Tract 9537, Gallia County, Ohio",45,42,3,0,0
"Block 1036, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1037, Block Group 1, Census Tract 9537, Gallia County, Ohio",266,209,46,3,5
"Block 1038, Block Group 1, Census Tract 9537, Gallia County, Ohio",50,50,0,0,0
"Block 1039, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1040, Block Group 1, Census Tract 9537, Gallia County, Ohio",23,23,0,0,0
"Block 1041, Block Group 1, Census Tract 9537, Gallia County, Ohio",1,0,1,0,0
"Block 1042, Block Group 1, Census Tract 9537, Gallia County, Ohio",5,5,0,0,0
"Block 1043, Block Group 1, Census Tract 9537, Gallia County, Ohio",2,2,0,0,0
"Block 1044, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1045, Block Group 1, Census Tract 9537, Gallia County, Ohio",89,86,3,0,0
"Block 1046, Block Group 1, Census Tract 9537, Gallia County, Ohio",14,14,0,0,0
"Block 1047, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1048, Block Group 1, Census Tract 9537, Gallia County, Ohio",9,9,0,0,0
"Block 1049, Block Group 1, Census Tract 9537, Gallia County, Ohio",6,6,0,0,0
"Block 1050, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1051, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1052, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1053, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1054, Block Group 1, Census Tract 9537, Gallia County, Ohio",16,15,1,0,0
"Block 1055, Block Group 1, Census Tract 9537, Gallia County, Ohio",18,18,0,0,0
"Block 1056, Block Group 1, Census Tract 9537, Gallia County, Ohio",10,10,0,0,0
"Block 1057, Block Group 1, Census Tract 9537, Gallia County, Ohio",5,5,0,0,0
"Block 1058, Block Group 1, Census Tract 9537, Gallia County, Ohio",1,0,0,0,0
"Block 1059, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1060, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1061, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1062, Block Group 1, Census Tract 9537, Gallia County, Ohio",15,15,0,0,0
"Block 1063, Block Group 1, Census Tract 9537, Gallia County, Ohio",1,1,0,0,0
"Block 1064, Block Group 1, Census Tract 9537, Gallia County, Ohio",2,2,0,0,0
"Block 1065, Block Group 1, Census Tract 9537, Gallia County, Ohio",19,19,0,0,0
"Block 1066, Block Group 1, Census Tract 9537, Gallia County, Ohio",6,6,0,0,0
"Block 1067, Block Group 1, Census Tract 9537, Gallia County, Ohio",10,10,0,0,0
"Block 1068, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1069, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1070, Block Group 1, Census Tract 9537, Gallia County, Ohio",11,11,0,0,0
"Block 1071, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1072, Block Group 1, Census Tract 9537, Gallia County, Ohio",42,40,0,0,1
"Block 1073, Block Group 1, Census Tract 9537, Gallia County, Ohio",2,2,0,0,0
"Block 1074, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1075, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1076, Block Group 1, Census Tract 9537, Gallia County, Ohio",8,7,0,0,0
"Block 1077, Block Group 1, Census Tract 9537, Gallia County, Ohio",24,24,0,0,0
"Block 1078, Block Group 1, Census Tract 9537, Gallia County, Ohio",3,3,0,0,0
"Block 1079, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1080, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1081, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1082, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1083, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1084, Block Group 1, Census Tract 9537, Gallia County, Ohio",5,5,0,0,0
"Block 1085, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1086, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1087, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 1088, Block Group 1, Census Tract 9537, Gallia County, Ohio",2,2,0,0,0
"Block 1089, Block Group 1, Census Tract 9537, Gallia County, Ohio",45,45,0,0,0
"Block 1090, Block Group 1, Census Tract 9537, Gallia County, Ohio",152,120,15,0,1
"Block 1091, Block Group 1, Census Tract 9537, Gallia County, Ohio",11,11,0,0,0
"Block 1092, Block Group 1, Census Tract 9537, Gallia County, Ohio",88,77,9,0,0
"Block 1093, Block Group 1, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 9537, Gallia County, Ohio",14,14,0,0,0
"Block 2001, Block Group 2, Census Tract 9537, Gallia County, Ohio",67,67,0,0,0
"Block 2002, Block Group 2, Census Tract 9537, Gallia County, Ohio",27,27,0,0,0
"Block 2003, Block Group 2, Census Tract 9537, Gallia County, Ohio",10,9,1,0,0
"Block 2004, Block Group 2, Census Tract 9537, Gallia County, Ohio",3,3,0,0,0
"Block 2005, Block Group 2, Census Tract 9537, Gallia County, Ohio",27,23,4,0,0
"Block 2006, Block Group 2, Census Tract 9537, Gallia County, Ohio",70,70,0,0,0
"Block 2007, Block Group 2, Census Tract 9537, Gallia County, Ohio",2,2,0,0,0
"Block 2008, Block Group 2, Census Tract 9537, Gallia County, Ohio",3,1,0,0,0
"Block 2009, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2010, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2011, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2012, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2013, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2014, Block Group 2, Census Tract 9537, Gallia County, Ohio",53,53,0,0,0
"Block 2015, Block Group 2, Census Tract 9537, Gallia County, Ohio",2,2,0,0,0
"Block 2016, Block Group 2, Census Tract 9537, Gallia County, Ohio",41,41,0,0,0
"Block 2017, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2018, Block Group 2, Census Tract 9537, Gallia County, Ohio",42,42,0,0,0
"Block 2019, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2020, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2021, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2022, Block Group 2, Census Tract 9537, Gallia County, Ohio",37,37,0,0,0
"Block 2023, Block Group 2, Census Tract 9537, Gallia County, Ohio",24,24,0,0,0
"Block 2024, Block Group 2, Census Tract 9537, Gallia County, Ohio",27,27,0,0,0
"Block 2025, Block Group 2, Census Tract 9537, Gallia County, Ohio",50,48,0,0,0
"Block 2026, Block Group 2, Census Tract 9537, Gallia County, Ohio",11,11,0,0,0
"Block 2027, Block Group 2, Census Tract 9537, Gallia County, Ohio",131,129,1,0,0
"Block 2028, Block Group 2, Census Tract 9537, Gallia County, Ohio",18,18,0,0,0
"Block 2029, Block Group 2, Census Tract 9537, Gallia County, Ohio",127,127,0,0,0
"Block 2030, Block Group 2, Census Tract 9537, Gallia County, Ohio",14,14,0,0,0
"Block 2031, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2032, Block Group 2, Census Tract 9537, Gallia County, Ohio",9,9,0,0,0
"Block 2033, Block Group 2, Census Tract 9537, Gallia County, Ohio",2,2,0,0,0
"Block 2034, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2035, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2036, Block Group 2, Census Tract 9537, Gallia County, Ohio",34,27,6,0,0
"Block 2037, Block Group 2, Census Tract 9537, Gallia County, Ohio",2,2,0,0,0
"Block 2038, Block Group 2, Census Tract 9537, Gallia County, Ohio",17,17,0,0,0
"Block 2039, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2040, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2041, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2042, Block Group 2, Census Tract 9537, Gallia County, Ohio",33,33,0,0,0
"Block 2043, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2044, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2045, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2046, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2047, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2048, Block Group 2, Census Tract 9537, Gallia County, Ohio",2,2,0,0,0
"Block 2049, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2050, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2051, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2052, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2053, Block Group 2, Census Tract 9537, Gallia County, Ohio",1,0,0,1,0
"Block 2054, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2055, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2056, Block Group 2, Census Tract 9537, Gallia County, Ohio",12,12,0,0,0
"Block 2057, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2058, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2059, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2060, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2061, Block Group 2, Census Tract 9537, Gallia County, Ohio",5,5,0,0,0
"Block 2062, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2063, Block Group 2, Census Tract 9537, Gallia County, Ohio",1,1,0,0,0
"Block 2064, Block Group 2, Census Tract 9537, Gallia County, Ohio",6,6,0,0,0
"Block 2065, Block Group 2, Census Tract 9537, Gallia County, Ohio",18,18,0,0,0
"Block 2066, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2067, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2068, Block Group 2, Census Tract 9537, Gallia County, Ohio",25,25,0,0,0
"Block 2069, Block Group 2, Census Tract 9537, Gallia County, Ohio",28,28,0,0,0
"Block 2070, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2071, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2072, Block Group 2, Census Tract 9537, Gallia County, Ohio",55,55,0,0,0
"Block 2073, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2074, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2075, Block Group 2, Census Tract 9537, Gallia County, Ohio",10,10,0,0,0
"Block 2076, Block Group 2, Census Tract 9537, Gallia County, Ohio",3,3,0,0,0
"Block 2077, Block Group 2, Census Tract 9537, Gallia County, Ohio",51,51,0,0,0
"Block 2078, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2079, Block Group 2, Census Tract 9537, Gallia County, Ohio",13,13,0,0,0
"Block 2080, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2081, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2082, Block Group 2, Census Tract 9537, Gallia County, Ohio",16,16,0,0,0
"Block 2083, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2084, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2085, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2086, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2087, Block Group 2, Census Tract 9537, Gallia County, Ohio",16,16,0,0,0
"Block 2088, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2089, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2090, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2091, Block Group 2, Census Tract 9537, Gallia County, Ohio",6,6,0,0,0
"Block 2092, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2093, Block Group 2, Census Tract 9537, Gallia County, Ohio",5,5,0,0,0
"Block 2094, Block Group 2, Census Tract 9537, Gallia County, Ohio",16,14,1,0,0
"Block 2095, Block Group 2, Census Tract 9537, Gallia County, Ohio",4,3,0,0,0
"Block 2096, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2097, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2098, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2099, Block Group 2, Census Tract 9537, Gallia County, Ohio",15,15,0,0,0
"Block 2100, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2101, Block Group 2, Census Tract 9537, Gallia County, Ohio",5,5,0,0,0
"Block 2102, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2103, Block Group 2, Census Tract 9537, Gallia County, Ohio",35,35,0,0,0
"Block 2104, Block Group 2, Census Tract 9537, Gallia County, Ohio",2,2,0,0,0
"Block 2105, Block Group 2, Census Tract 9537, Gallia County, Ohio",2,2,0,0,0
"Block 2106, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2107, Block Group 2, Census Tract 9537, Gallia County, Ohio",36,35,0,0,0
"Block 2108, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2109, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2110, Block Group 2, Census Tract 9537, Gallia County, Ohio",3,3,0,0,0
"Block 2111, Block Group 2, Census Tract 9537, Gallia County, Ohio",8,8,0,0,0
"Block 2112, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2113, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2114, Block Group 2, Census Tract 9537, Gallia County, Ohio",32,32,0,0,0
"Block 2115, Block Group 2, Census Tract 9537, Gallia County, Ohio",3,3,0,0,0
"Block 2116, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2117, Block Group 2, Census Tract 9537, Gallia County, Ohio",18,18,0,0,0
